capped-square-antiprismatic,capped-square,tricapped-trigonal-prismatic
Avg: 0.511,Avg: 0.799,Avg: 0.537
StdDev: 0.062,StdDev: 0.063,StdDev: 0.059
0.5547526077792869,0.7887477127330408,0.5420176753226075
0.554644311291049,0.7894989627085259,0.5412640012240082
0.5546414888799975,0.790130263865296,0.5407153642595265
0.5547658236051548,0.7906238744000659,0.540388783824837
0.5550128097430976,0.7909982598944418,0.54028454563764
0.5553390014569645,0.791289542427745,0.5403753402500142
0.5556676202687819,0.7915476550739005,0.5406108946189557
0.5558977596804573,0.7918005720650464,0.5409186869494118
0.5559375548189269,0.7920272720281742,0.5412270716937687
0.555733895118835,0.7921607959994414,0.5414804335113282
0.5553001697882504,0.7921405248705801,0.5416591459476195
0.5547097876458551,0.7919600414749551,0.5417823963257479
0.5540627369919762,0.7916543115031278,0.5418922576707194
0.553431601443815,0.7912638050473733,0.5420149223193232
0.5528459733402401,0.7908134819133832,0.5421451388998473
0.5522834661691322,0.7903184820418284,0.542235286941279
0.5516808337708295,0.789780751418784,0.5422013993983734
0.5509539520828769,0.7891720450278534,0.5419386191377844
0.5500709747220995,0.7884492982172882,0.5413967232953636
0.5490835104054564,0.7875792762868825,0.5406007203515671
0.5481134100041574,0.7865744042351356,0.5396454547630672
0.5472929823461208,0.7854826264918208,0.5386489671674222
0.5467067114108688,0.7843595275533856,0.5377050574981885
0.5463686644464043,0.7832573374993225,0.5368648594263178
0.5462138384010775,0.7822102712707198,0.5361256340768177
0.5461101598512262,0.781225846551749,0.5354325205646555
0.5458942168613932,0.7802784708195901,0.5346980837369336
0.5454368119755334,0.7793225406270489,0.5338503334285267
0.544716327019828,0.7783391011713015,0.5328920134470734
0.5438157056021728,0.7773496781755186,0.5318976818926039
0.5428608358192819,0.7763962732953559,0.5309708733707652
0.5419572260730848,0.7754976846283643,0.5301968840486165
0.541142825019673,0.7746486340391242,0.5296076522216464
0.5403991451356818,0.7738370118046769,0.529193698306335
0.5396756679039822,0.7730587185048665,0.5289372354539398
0.5388794053251109,0.7723167912368525,0.5287895895903871
0.5378937678869606,0.7716213140285966,0.5286836682314452
0.5366373953581169,0.7710039026894436,0.5285674039533677
0.5351291647506234,0.770523878887733,0.5284338823273387
0.5334766562319134,0.7702446148406809,0.5283075033966511
0.5318176022306382,0.7701993247063663,0.5282149566998234
0.5302635023328578,0.7703839901503733,0.5281636371401423
0.5288761593856877,0.7707686259350751,0.5281364087392757
0.5276712412570007,0.7713094467924149,0.5280997129596341
0.5266207632986195,0.7719576816572022,0.5280099589951004
0.5256685044576122,0.7726728809513729,0.5278282315658895
0.5247490424497755,0.7734394413077059,0.5275321613441016
0.5238334060028383,0.7742869422596195,0.5271353375004435
0.5229463790696242,0.7752426524674434,0.5266733710582725
0.5221597204742252,0.7762888327588647,0.5261946161147484
0.5215537200895312,0.7773529292843432,0.5257474897966794
0.5211847878042944,0.7783326530097323,0.5253763648738025
0.5210755714147747,0.7791265388944641,0.5251237351650054
0.5212189269639371,0.7796638743380029,0.5250346651162906
0.5215714671361474,0.7799201077013638,0.5251478421359332
0.5220353542839874,0.7799375093821445,0.5254719581373409
0.5224832484911544,0.7798131190854167,0.5259810766447309
0.5228204275760888,0.7796422999615109,0.5266286291267603
0.523047862835381,0.7794544050063409,0.5273755548265985
0.5232381560301459,0.7792183860835367,0.5281982342854176
0.52347138735239,0.7788727053866608,0.5290746742463468
0.5237956248073711,0.778358282670611,0.5299724688036831
0.5242241440143415,0.7776391050430866,0.5308496561286364
0.5247336620182842,0.7767205255964428,0.531654446104824
0.5252553529591635,0.7756692830521801,0.532318087207254
0.5256838469910385,0.7746132781822116,0.5327587867426737
0.5258950999214206,0.7736977546971537,0.5328949545119022
0.525797527298716,0.7730180009410175,0.5326684144660154
0.5253785570997547,0.7725887856296983,0.5320609442022073
0.5247044241705335,0.7723576974734049,0.5310924001894278
0.5238786302394527,0.7722386522796735,0.5298138866380334
0.5230000628075584,0.772146853080259,0.5282984123224547
0.5221420221387533,0.7720381413881703,0.5266371428928441
0.5213458804939268,0.7719428104466286,0.5249308370345043
0.5206172335379156,0.7719638072501962,0.5232800203148924
0.5199282182214281,0.7722230572559823,0.5217790293525348
0.5192386205320179,0.7727940626157668,0.5205159097012404
0.5185506826354243,0.7736768096077629,0.5195799974122931
0.5179414748699241,0.7748018522298239,0.519052822784842
0.5175213404351792,0.7760542947639704,0.5189840566651236
0.5173695494059841,0.7773040029892925,0.5193801107845744
0.5174960976799535,0.7784462545567187,0.5201962937116128
0.5178623741375903,0.7794427095959109,0.5213617088826934
0.5184013954742256,0.7803430302020709,0.5227931761021126
0.5190319839267343,0.7812525037248578,0.5244089649321941
0.5196559776363563,0.7822679854578535,0.5261262012604274
0.5201785657581633,0.7834318777437077,0.5278668949226503
0.5205368683424784,0.7847115662530326,0.5295541084625934
0.5207168885509084,0.7859953762843438,0.5310992687435795
0.5207224240691606,0.7871258268923854,0.5323958869852922
0.520540468943081,0.7879638571693903,0.5333314024149985
0.5201559590855128,0.7884715634672246,0.533830118483598
0.519564953080896,0.7887413161363441,0.5338747334812144
0.5187795200640742,0.7889572105579574,0.5335102130383745
0.5178061051331364,0.7893183965569444,0.5328223753302959
0.5166503163166933,0.7899790060673239,0.5319257080153248
0.5153516356930902,0.7909914154633958,0.5309459217903912
0.5139966402949437,0.792275724368793,0.5299834581849843
0.5126842720862771,0.7936634839599922,0.5290941791324962
0.511481635546533,0.7950015057039788,0.5282975215366129
0.5104317230802131,0.7962415598617806,0.5276192052036746
0.5095819744463205,0.7974678721355549,0.5271242319017914
0.5089773811412857,0.7988487745065376,0.5269093059832444
0.5086352067957143,0.8005724752038914,0.5270787911331817
0.5085419524346364,0.8027808569838046,0.5277237554835107
0.5086730903310323,0.8055125663994479,0.5288970691478939
0.5090055192295145,0.8086769166785734,0.5305848773457112
0.5094992336197681,0.8120842129164091,0.5326974156671465
0.5100787033923289,0.8155324577105032,0.5350972287269483
0.5106598807558947,0.8188974984823428,0.5376531393111872
0.5111876721018052,0.8221799935862283,0.5402803054130431
0.5116329008008189,0.8254811352624378,0.5429414449550205
0.5119642248874525,0.8289321206944363,0.5456229792465963
0.51213929082498,0.8326388965419387,0.5483205729628845
0.5121140643614013,0.8366265338017886,0.5510138794513892
0.5118606729042636,0.8408030388337429,0.5536353669881068
0.5113563793423942,0.8449582186824021,0.5560540962995454
0.5105809895591793,0.8488449872946575,0.5581223663967722
0.5095315837924552,0.8522818977293213,0.5597353265637935
0.508247140888046,0.8552136367950057,0.5608668679251354
0.5067980383742673,0.8577092742411367,0.5615667659418256
0.5052604765765792,0.8599122649634465,0.5619342728622347
0.5037050703369903,0.8619781552125559,0.5621004329865803
0.5021791392415731,0.8640245723937379,0.5621850513023376
0.5007073059576784,0.8660911427843351,0.5622511920266824
0.4992973609622847,0.86812247527675,0.5622830699596459
0.4979467800822516,0.8700188079676083,0.5622224636102555
0.49665951218678134,0.8717127936485278,0.5620241123514575
0.4954394257597358,0.8732053856396218,0.5616665852185998
0.49427295931690174,0.874546787407991,0.5611428860242551
0.49312561128918414,0.8758141106986101,0.5604599767455772
0.4919624066339144,0.8771075849358141,0.5596605390018046
0.49077139396830954,0.8785594288471539,0.5588333061739267
0.4895532347239025,0.880278326917118,0.5580557361857604
0.4883127569145187,0.8822632110415739,0.5573340994557787
0.48705261437825137,0.8844012577060006,0.5566067438893153
0.4857867541022586,0.8865600941851307,0.5558122876063488
0.48454269787797266,0.8886599376390103,0.554923513754012
0.48334052403667416,0.8906802012916994,0.553943253232727
0.4821820799906507,0.892640998544735,0.5528954718169895
0.48105848974364757,0.8945795016208903,0.5518341404242955
0.47997214424760637,0.896541689900968,0.5508537364334136
0.4789393775281598,0.8985316709167708,0.5500445929122662
0.4779642736713165,0.9004600074870325,0.549418797475924
0.4770348054052226,0.9021658452722698,0.5489165045798821
0.4761410700851386,0.9035156768731605,0.548468658369691
0.47529096984042657,0.9044666055393287,0.5480407876687987
0.4744996923762208,0.9050643352602218,0.5476326646728924
0.47375638157526484,0.905413221846467,0.5472524573692549
0.47302841266494167,0.9056278751865349,0.5469271173338625
0.4722688104531632,0.9058013142689757,0.5467027608357201
0.4714287026206542,0.905961921982447,0.5466096819466754
0.47048025438286656,0.9060572704661675,0.5466198663211229
0.4694184747575116,0.9060025150460133,0.5466482730781945
0.46826926094506777,0.9057614465952825,0.54661717700189
0.46708124239647425,0.9053730989723879,0.5464900022831546
0.4659091654791632,0.904924174066935,0.546264210646114
0.46478991900266675,0.904518743677049,0.5459539151694336
0.46372093867461883,0.9042463127566361,0.545573838017984
0.4626731344027208,0.904159746808984,0.5451501299404219
0.46161842469967324,0.9042422229285649,0.5447119601936588
0.46055657372617453,0.9044046428863843,0.5442642721065682
0.45952607430764375,0.9045379232665878,0.5437824535970537
0.45858852678341555,0.9045764326987868,0.543244813523714
0.45781452580089493,0.904523971327011,0.5426595263017703
0.45726181495246004,0.904441472364063,0.5420549518320145
0.45695393765649894,0.9044115374414178,0.5414614243216836
0.45686245165298245,0.9045143447779435,0.5408994563780539
0.45691322337581997,0.904794591089189,0.5403824283789205
0.4570126918645292,0.9052376535242925,0.5399237502722624
0.4570762108831417,0.9057509975074178,0.5395091048756954
0.45706134893069655,0.9061978137856473,0.5390798677696909
0.4569786921942105,0.9064715971403602,0.5385666461731378
0.45688925602479685,0.906550637476385,0.5379469457298252
0.4568649673195301,0.9064881739406253,0.5372359907791181
0.45694907189937195,0.9063808232969865,0.5364638620044497
0.45712401918020856,0.9063350852656347,0.5356455434268947
0.45731225709975837,0.9064512517485234,0.5347843395402989
0.4574056694831921,0.9067949179252848,0.5338859601874417
0.45731636480508625,0.9073576946080687,0.5329575652457179
0.4570174275304038,0.9080409198091959,0.5319870419324716
0.4565733464193922,0.9087166642193536,0.5309705018940013
0.45612992477912173,0.9093076825011335,0.5299585780769324
0.4558675196591631,0.9098153611668748,0.5290505777854911
0.4559428710663835,0.9102957846510837,0.5283482279396071
0.4564461620497578,0.9108234169825785,0.527916233141822
0.4573755681206921,0.911469919970018,0.5277639323728868
0.4586436885205285,0.9122821885818543,0.5278528956670963
0.46010464214488384,0.9132546851187936,0.5281092236588066
0.4616238524724625,0.9143095676648343,0.528438404431096
0.4631550662778056,0.9153158813974294,0.5287498507932613
0.46475048913638156,0.9161491584760441,0.5289940354626096
0.4665071702146476,0.916737920762172,0.529169842754438
0.468504247586204,0.9170643238412525,0.5292936864661273
0.47077296644365074,0.9171493157039906,0.5293734145440555
0.4732869850364546,0.9170406789421887,0.5294013683118023
0.4759564895480617,0.9167900614740012,0.529350746953301
0.4786454075672123,0.916422138125939,0.5291887231692454
0.4812157675352359,0.9159079784621382,0.5288817002444677
0.48359596271651806,0.9151760049477513,0.5284056127882485
0.4858030708296149,0.9141555562431882,0.5277543760874402
0.4879004492729651,0.9128301169295752,0.5269574911735432
0.4899437765824105,0.9112422575685378,0.5260612985846488
0.49197374545533207,0.9094896443163515,0.5251298413102298
0.49401602392117655,0.9076997218338264,0.5242313747356534
0.4960746630487006,0.9059962827545783,0.5234284308594579
0.4981172471986282,0.904450938738992,0.5227690724240266
0.5000771153308238,0.9030646578452213,0.5222883641656331
0.5018813113367255,0.9017940543856303,0.5220074829610782
0.5035015300318452,0.9005982338885998,0.5219322377430397
0.5049689062656324,0.8994677580897137,0.522046591158693
0.5063287250042379,0.8984312319967307,0.5223154019487276
0.5076103632814511,0.8975369247729582,0.52269180680455
0.5088226208452772,0.8968372917699449,0.5231278373746376
0.5099656996676303,0.8963550991952528,0.5235771537613475
0.5110244101913117,0.8960481637360397,0.523992795658965
0.5119640869155718,0.8957854782225008,0.5243240699541172
0.5127287194315383,0.8953968709308711,0.5245266156218902
0.5132681044294667,0.8947510396960062,0.5245765305438301
0.5135846816448404,0.8938053385174056,0.524484693306996
0.5137339211368604,0.892579945427028,0.5242692101248022
0.5137869900454675,0.8911247191959195,0.5239430487019435
0.5137893074864125,0.8894987449297077,0.5235095635845224
0.5137422256613383,0.8877478352718537,0.522962860294766
0.5136115147636423,0.8858711407738665,0.5222880927460452
0.513336679355394,0.8837988802214621,0.5214684140044639
0.5128419888633443,0.8814106007418782,0.52048720220052
0.5120518986122704,0.8786106439962904,0.519346577341453
0.5109359757837955,0.8754038658905496,0.5180992769333613
0.509541058055715,0.8719080837099795,0.5168589873582463
0.5079598445809024,0.8682978289099301,0.5157394944846104
0.5062726018116583,0.8647344956502243,0.5147950788573529
0.5045089342907578,0.8613368486034199,0.5140072967039419
0.502653853173563,0.8581672901423703,0.5133144797152465
0.5006883699950742,0.8552175922914657,0.5126539602716486
0.4985916432117723,0.8524119513766313,0.5119649433280561
0.4963252548979469,0.8496419392084256,0.5111774892557921
0.4938524169611139,0.8468255594742047,0.5102309355697512
0.4912106213307368,0.8439613718222714,0.5091340964423038
0.48853423598598333,0.8411219216924288,0.5079680724960839
0.485995839251795,0.8383946499567675,0.5068183217414013
0.4837436219379119,0.8358428735133617,0.5057337247322056
0.48186259771033213,0.8334978204171616,0.5047224752245957
0.48038547893786854,0.8313416036670291,0.5037778761562094
0.4792966122407911,0.82929637569805,0.5028876029403684
0.47852503619263964,0.8272378183969822,0.5020179559249383
0.47795405927680557,0.8250425442716387,0.5011195609572422
0.4774745612364687,0.8226350451913493,0.5001676977634564
0.4770494561362666,0.8200285793795304,0.4992065861972176
0.4767058260419323,0.817310585952978,0.4983292358956441
0.47649380924720564,0.8146128307769747,0.4976309803066359
0.47644840105082387,0.812075186562704,0.49717890966228756
0.4765759063110515,0.8098058616135155,0.4970056590295874
0.4768597817893002,0.8078409604030841,0.4971225372473113
0.47724935563489274,0.8061399612932483,0.4975153551407175
0.47764671055194524,0.8046096157323351,0.4981291659868599
0.4779058254652622,0.8031384666793214,0.4988657384490615
0.4778780452768665,0.8016451495458329,0.4996149067117464
0.47747997351731664,0.8001446998912974,0.5003063630015776
0.4767200916743701,0.7987614797422736,0.5009290011304651
0.4756616722980687,0.7976707349470944,0.5014952400138899
0.4743846413791852,0.7970154077234606,0.5020116288172382
0.4729774156746153,0.796847366097691,0.5024836537609387
0.4715283599719045,0.7971094649206036,0.502918478631047
0.47010267736007644,0.7976712992508014,0.5033133740530495
0.4687169649732951,0.7983617380969315,0.5036369703033803
0.4673298774769311,0.7990018739303424,0.5038247357329912
0.46588179035467436,0.7994388875504818,0.5038089185529463
0.4643595328704012,0.7996182822082075,0.5035705958211723
0.4628384618345229,0.7996027254525404,0.5031653825359822
0.46143711468347287,0.7995084194868601,0.5026717524238022
0.46025046179707696,0.7994236935742223,0.5021433339707998
0.45933017595128145,0.7993767457886042,0.5016069882966209
0.45868790412155147,0.7993518821092772,0.5010799743982121
0.45829626588761385,0.7993085783579706,0.5005741291306717
0.4580765063823404,0.7991932601009386,0.5000819253996367
0.45790087479767344,0.7989430773740369,0.4995712016243363
0.4576259552948476,0.7985019325624677,0.4989953915296391
0.4571562653776301,0.7978653954512603,0.4983316515300998
0.45648481014944203,0.7971021484474513,0.49760612475444493
0.4556691849418131,0.7963251868490935,0.4968809719572987
0.454775005388102,0.7956408996075037,0.4962200450339775
0.4538580126483467,0.7951216089213624,0.49567977466996377
0.4529640611777609,0.7947915249773434,0.49531279640084686
0.45211786812243393,0.7946378725612943,0.4951582868748809
0.45130984185315676,0.794609282057517,0.49522340528955894
0.4556692703416692,0.7963249611154757,0.4968808479556955
0.45477421794551565,0.795640782767836,0.49621925542864986
0.45385662696482515,0.7951202057110485,0.49567823456474713
0.4529630683114638,0.7947904275937081,0.4953116348465293
0.4521179127451535,0.7946370175409716,0.4951580801694014
0.45131110031303556,0.794607932526822,0.4952229172454066
0.4505007011293115,0.7946130937889163,0.4954683069863849
0.4496407433601906,0.794535593791168,0.4958205910880314
0.44871821664264316,0.7942706818966925,0.4962011570227705
0.4477976596985489,0.7937888460354361,0.4965864372121898
0.4470138744491051,0.7931571202315798,0.4970295197764278
0.4465109983793824,0.792478993389678,0.4976129616749748
0.44639192870237876,0.7918332332640369,0.49840171938597516
0.44669331950432695,0.7912557728775256,0.4994170474594977
0.44738323623234727,0.7907459917319074,0.5006339818301729
0.4483732050229502,0.7902613275669865,0.5019842166995981
0.44955217575647904,0.7897154475835211,0.5033706205858365
0.4508081687259804,0.7889960149212546,0.5046697435494494
0.45203451954491913,0.7880215355840077,0.5057470181261134
0.4531508635511506,0.7867954628621682,0.5065009059402777
0.4541259462125837,0.7854462276491587,0.506917564967509
0.4549709354933642,0.784164666671161,0.5070616137359027
0.45570745955092773,0.7831130325781261,0.5070245064295056
0.4563522455985178,0.7823860615578998,0.5069016288525751
0.45690970138759907,0.7819996484807079,0.5067741007479653
0.4573849126313689,0.781898772596555,0.5067077703920467
0.4577994091571055,0.7819786110826559,0.5067403795337504
0.45818001319595053,0.7821411729722917,0.5068641962337206
0.45853706498322605,0.7823283015278217,0.5070251209705394
0.4588538205630457,0.7825129569213647,0.5071504306297275
0.45911432174909006,0.7827308208124181,0.5072062931586501
0.4593483649735686,0.783099712565827,0.5072383778317172
0.4596146821052009,0.7837602979273753,0.5073414113574705
0.45996272558282886,0.78479906900612,0.5076140470189138
0.4604217910480874,0.7862062459993818,0.5081330526572563
0.46101393114580524,0.7878748213650234,0.5089476531588996
0.46176367200618557,0.7896459265394306,0.5100686943787905
0.4626905860051383,0.7913622737430264,0.5114569964608863
0.4637964189392327,0.7929135123380636,0.5130313358919919
0.4650356307880723,0.7942292765674923,0.5146687046349908
0.46631073035483495,0.7952723308844275,0.5162300495713723
0.46749672899686023,0.7960411548470472,0.5175975027007587
0.4684958096683675,0.7965727149970693,0.5187128540178465
0.46926932374059777,0.79692952932952,0.519591879737871
0.4698152712613629,0.7971466561235289,0.5202835063686844
0.4701490609821307,0.7972042744491171,0.5208258702107831
0.47030550107410934,0.7970458988310887,0.5212261221885057
0.4703358638886727,0.7966348989409155,0.5214693620491356
0.47030321110539797,0.7960005951133213,0.5215446915938755
0.4702443305193454,0.7951993119519745,0.5214348160307739
0.4701402366379646,0.7942685702376803,0.5211175220081723
0.46993401426557446,0.7932118965970053,0.5205891736486822
0.46957972880685905,0.7920245331209914,0.5198948340827046
0.46908738144931544,0.7907467775344741,0.5191511139063024
0.4685228628929727,0.7894701513281371,0.5185241441018147
0.46797113341282,0.7882675206909238,0.518157397462971
0.4675091573732368,0.7871642415588177,0.5181255849862315
0.4671930273348061,0.7861706506780276,0.5184388047849777
0.46703432884612367,0.7853282499593954,0.5190540225903884
0.46699170914697036,0.7846857728379071,0.5198822728012585
0.46698149469970024,0.7842533283843557,0.520804170154252
0.4669173586050899,0.7839843878727862,0.5217167105144732
0.4667330012126335,0.783793932731403,0.5225611498448421
0.46638691384730396,0.7835847802457002,0.523327210648024
0.4658835299295798,0.7832919741887885,0.5240438982930286
0.4652885562705724,0.7828900752674123,0.5247546593903935
0.46469546776132875,0.7823573620841694,0.5254712018058788
0.46416907887194137,0.7816867585643807,0.526160872404513
0.46373072723142156,0.7809289478618011,0.5267696039226515
0.463371436922496,0.7801706122989571,0.5272511832430734
0.4630852268978295,0.7794620285800807,0.5275929120948283
0.4628852401848198,0.7787846551493428,0.5278235775038128
0.4627927816068813,0.7780749802032029,0.528010331802365
0.4628008290427906,0.7772637336190323,0.5282302554322845
0.4628735319079912,0.7763052522139728,0.5285532975195087
0.4629822441017796,0.7751904846320989,0.5290195001176442
0.4631202233924526,0.7739474042496359,0.5296302426198227
0.4632687905876759,0.7726186242769156,0.530346739420855
0.4633907920618921,0.7712572736282038,0.5311153867659263
0.4634658274068749,0.7699470736330941,0.5319080869284781
0.46351339585000567,0.7687854371139963,0.5327408828038711
0.4635692379833118,0.767849554938188,0.533657879025423
0.4636553349705127,0.7671867774796867,0.5347049964048733
0.46376487260357513,0.7668051543299763,0.5359055056821431
0.4638720890268271,0.7666551818613748,0.5372316897736127
0.4639468391864301,0.7666299789074811,0.5385957694286182
0.4639542474058506,0.7666048077357194,0.5398673572597452
0.46386139907640256,0.766479049658377,0.5409204038828228
0.46365129164302044,0.7662009248106448,0.5416681980960085
0.46335123117547455,0.7657798792368731,0.5420920272068303
0.46303580361489044,0.7652881421526471,0.5422529757519531
0.46278516289059357,0.7648211217905277,0.5422623365247796
0.4626458441482213,0.764469860963125,0.542244834827121
0.46263665906669077,0.7642930229251357,0.5423042945084565
0.4627656830531128,0.7642798703445114,0.5424722238535895
0.46304297638309705,0.7643424006203868,0.5427079136421712
0.46346011745041255,0.7643626995041781,0.5429449673722148
0.46398166114367534,0.7642622019490675,0.5431272109500886
0.4645546521705578,0.7640295018320054,0.5432217327201204
0.46513782525717995,0.7637031947429159,0.5432348325060699
0.46571245008137313,0.7633781281169847,0.5432219568058029
0.4662598302818315,0.763199102472895,0.543264599822967
0.466736974237654,0.7633104421280019,0.543424428477515
0.4670917487570002,0.7637976292839219,0.5436927006244011
0.4672742202535169,0.7646669076107954,0.5439641996101632
0.4672437555161678,0.7658613571216046,0.5440868554026381
0.46698076577911296,0.7672646424603548,0.5439283231128591
0.46648927925418865,0.7687068608642764,0.5434022231857747
0.4657989118026296,0.770006191330171,0.5424799570769272
0.4649645777890179,0.7710639029797145,0.5411953789227733
0.4640718682551257,0.7719279067068152,0.5396536156591588
0.4632057320102711,0.7727272517328566,0.5379909761543318
0.4624295296701933,0.7735710369339373,0.5363069282395282
0.4617837541918431,0.7744913943816244,0.5346122842024745
0.46129861112528164,0.7754560391390409,0.5328583130004271
0.46100607354420464,0.7763998784224215,0.5310028410818869
0.46093833308299037,0.7772371624790423,0.5290386521893
0.46110454428672304,0.777849483973129,0.5269772643446607
0.4614566222001584,0.7780676444540277,0.5248215235872633
0.46188505526829227,0.7777210338712978,0.5225631974650591
0.4622823522351336,0.776778409538621,0.5202323618822825
0.46261137579698797,0.7754212006738226,0.5179228590407491
0.4628696540113079,0.7739130037311706,0.5157059915715283
0.46305608104582846,0.7724460090991501,0.513579688487793
0.46317676205141084,0.7711321928545708,0.5115078178838154
0.46325294556624075,0.7700394318171171,0.5094668886241333
0.4633162353045216,0.7691991439942395,0.5074590464072376
0.463385731918797,0.7685996307127245,0.5054945965149399
0.46343780300553733,0.7681776214174276,0.5035702597693914
0.4633905902122754,0.7678312128014662,0.5016545790789311
0.4631129914676014,0.7674493898912077,0.4996807189593639
0.4625256003975893,0.7669707135301036,0.49758693420237976
0.46169446747123427,0.7664484537215889,0.4953829124833667
0.4607835978781459,0.7660036197611583,0.49314312265108134
0.4599384914394984,0.7657418108498422,0.49095216933880986
0.4592423217704406,0.7657168335810555,0.4888726122937762
0.4587157212553977,0.7659359925935352,0.48693977972984315
0.45833023932073463,0.7663704640171003,0.48516663034595814
0.45800683891966604,0.7669495022767834,0.4835418810314792
0.457614632304262,0.7675460965233842,0.48201466912007984
0.4569916600475278,0.7679727763428562,0.4804761987349557
0.4560205017631033,0.7680276234978917,0.4787873082832538
0.45469740487809607,0.7676160126291783,0.47685312302721744
0.45312815731364675,0.7668059977676337,0.47466549918910167
0.4514379081615927,0.7657407722661264,0.47225974461051823
0.4497147585804445,0.7645476916726553,0.46967473417477684
0.44800550320460575,0.7633105843241013,0.4669482058941553
0.446329911500064,0.7620718627718349,0.4641200666091029
0.4446815889253145,0.7608352755964898,0.4612238561263232
0.4430254063663947,0.759567222804779,0.4582794229991693
0.44131656498945415,0.7581888871865039,0.45527616085174394
0.43956401356991437,0.756622316987175,0.4522047759602812
0.43786525727256514,0.7548760362655801,0.4491073425536187
0.43637149421536203,0.7530766367870388,0.4460817269058861
0.4352054228931388,0.7513919842609806,0.4432299407508194
0.4344356683136958,0.7499452519656982,0.440647384221613
0.43408265771185206,0.7488008039478834,0.4384255115575699
0.4341271228647897,0.7479889365346314,0.43663733296412455
0.43449848064708413,0.747512693034359,0.4353213026517009
0.4350811680530953,0.7473198334904279,0.4344857161023046
0.43571943177959344,0.7472848056026874,0.4340927853704696
0.4362495979797334,0.7472463791186478,0.4340392816149619
0.43657369847393407,0.7470917898426709,0.4342232500872386
0.436688456208414,0.7468469642542263,0.43456989496899623
0.4366435248532676,0.7466438599585254,0.43502228553646166
0.43648882776162456,0.7466324984307957,0.43551236337487453
0.4362443570299755,0.7469116470499794,0.43595557362137893
0.4359149436176285,0.7475160488079515,0.4362771705097418
0.4354998117269937,0.748420399286384,0.436427756352009
0.434988111057081,0.749550804455355,0.43637098549768305
0.4343569398463511,0.7507946272969741,0.43606506942987966
0.4335767326073243,0.7520244689149773,0.43545446721327047
0.4326418597952327,0.753137386746806,0.43448693607746147
0.4315861299197126,0.7540811361289891,0.4331500512635692
0.43047818837051566,0.7548847242633863,0.4314832977721744
0.42941695294289445,0.7556490188992177,0.42960497427265215
0.4285027618533199,0.7564705538414831,0.4276775040309416
0.4278000437058983,0.7573702768438939,0.42586373603388383
0.4273177722286643,0.758297673946602,0.4243013236786255
0.4270107787037924,0.7591675222125227,0.4231007240811499
0.4267829364547427,0.7599050523675608,0.4223341496799504
0.4265302604964942,0.7604769081017262,0.4220360026674029
0.4261838896458525,0.7609126779438953,0.4222011854281531
0.42569931831303887,0.7612889039016275,0.4227677330115365
