octahedral,trigonal-prismatic
Avg: 0.135,Avg: 0.811
StdDev: 0.032,StdDev: 0.056
0.1349359043761096,0.7778556801395629
0.13326725977155685,0.7776163894630154
0.13175391303996822,0.777576714131223
0.13058991621916546,0.7776890731365182
0.12985304979715384,0.7778788017003794
0.1294936957856204,0.7780653989208395
0.1293664173934662,0.778170892630875
0.1292895351125826,0.7781356725243029
0.12913058688961737,0.7779588319017866
0.12888641713117957,0.777723217419319
0.12870979532079077,0.7775642249700565
0.12883776050438506,0.7775878875230731
0.12947017772411837,0.7778313186456504
0.1306713436573111,0.7782816466490279
0.13235942123768554,0.7789109152951864
0.1343730774621607,0.7796790618354262
0.13655145760501528,0.780535311244171
0.1387708883956175,0.7814199209291331
0.14094531943197683,0.7822758248842802
0.14300743701004512,0.7830653111320804
0.1448909556092537,0.7837608767484363
0.14654241609838464,0.7843246123249534
0.1479735604315296,0.784722368726988
0.14925876578340852,0.784962874103691
0.15044670929817705,0.7850903176510878
0.1515234212262798,0.7851503597674055
0.15243858471689828,0.7851721328157645
0.1531393674724853,0.7851832334256806
0.1535977060483097,0.7852328140241384
0.153816392345922,0.7854138788620222
0.15379911858910314,0.7858384366894409
0.1535255822999708,0.7865677565686883
0.15295817521551136,0.7875706453377899
0.15209475979852974,0.7887590573397316
0.15098348647764162,0.7900494060894817
0.14969676189852577,0.7913974878866893
0.1483088773716435,0.7927885392725441
0.14686634291700687,0.7942057505406591
0.14537883647248354,0.7956131233497629
0.14383580875130356,0.7969873575634053
0.14223648822841609,0.7983713574102252
0.1405914293488543,0.7998615435443139
0.1388844822385807,0.8015235482711308
0.13706209175957842,0.8033391681392469
0.135084721927396,0.8052390554983155
0.13299240819891334,0.8071493741771577
0.130892457152012,0.8090216267631316
0.12888108396183753,0.8108347832480884
0.1270050741403463,0.8125866847894605
0.1252753091851037,0.8143003143234427
0.12368779975825218,0.8160505417956877
0.12226258586055667,0.8179567544520989
0.12107910430623357,0.8201131897895447
0.12029834557494902,0.8225381522613175
0.12015451244103849,0.8251984484675516
0.12090687536968155,0.8280414888466792
0.12272786738464682,0.8310039065476872
0.12557567790832067,0.8340157201626648
0.12918468696625487,0.8370021033651707
0.1331552835169624,0.8398989013418751
0.13705697131475514,0.8426811127063193
0.1405317295874816,0.8453834800238063
0.14340594092473646,0.8480732345497589
0.14576190096442498,0.8508029812915465
0.14791420888677842,0.8535908168244373
0.15026138721297036,0.856422529725341
0.1530892833950572,0.8592534255565276
0.15649520720834276,0.8620610520540731
0.16038465973109678,0.8648640081252987
0.16445242507465066,0.8676888979794032
0.16830748427275327,0.8705668344249303
0.1716627833169319,0.8735520679774069
0.17441589359631268,0.8766982014466119
0.17665830721352804,0.8800221689227662
0.17863264642994311,0.8835041219282439
0.1805947930807585,0.887096446351035
0.18266844696136375,0.8907256174600005
0.18486306444439038,0.8942999822512884
0.18715578814395895,0.8977345234539853
0.18951535559848717,0.9009896281087397
0.1918769148708616,0.9040805083895039
0.19414036180955838,0.9070713454269632
0.1962312192505358,0.9100542134535018
0.19817828113960262,0.9131177646618232
0.20009281389713449,0.916304552190602
0.20203038405709287,0.9195700890724496
0.20390653327768468,0.9227779858593631
0.20558184080811745,0.925760399086729
0.2069487448334478,0.9283822254232317
0.2079644405281271,0.9305783815854495
0.20863263814705243,0.9323675927055092
0.20899505020265635,0.9338502145271086
0.20913092770305505,0.9351776293870452
0.20917542366315836,0.9365066871984682
0.20928805287530952,0.9379388398669487
0.20952739576308885,0.9394571172989783
0.20976402116951884,0.9409061898648319
0.20977781290930586,0.9420729496675341
0.2093809839568003,0.9427688048835768
0.20846022037783468,0.9428699459208334
0.20697876318387956,0.7448245272073701
0.2049784920793899,0.7467020788381199
0.20258998220944785,0.7488513050533071
0.20002559305673645,0.7511724353361844
0.1975237131144087,0.7535523722078428
0.19524221839045486,0.7559382692839757
0.1931962443633377,0.7583777413656118
0.1913107959011442,0.7609578991710294
0.18950516135680898,0.763721654736057
0.1877293800206871,0.7666327134289977
0.18596295448242353,0.7696005339941109
0.18418633274736512,0.772546329762678
0.18237468536755053,0.7754611873696995
0.18051870014123325,0.7783864654023788
0.17865518860171842,0.7813556483172133
0.1768623230314741,0.7843766900759783
0.17520874735574585,0.7874773315594217
0.17373058283375273,0.790706403344445
0.17242177827884125,0.7940843852525286
0.17123186148521094,0.7975820651433428
0.17006778291663208,0.8011292337517972
0.16881943164937604,0.8046348508238097
0.1673920121798252,0.8079879099876703
0.16572887640169884,0.8110527245223768
0.1638287560390033,0.8136793077907428
0.1617596575672089,0.8157575186173294
0.15964359010679197,0.8172838648458681
0.15758778285035066,0.818389335368104
0.15565423171535608,0.8192799646960792
0.15387547953289427,0.8201505369699661
0.15227630271155765,0.8211410523817324
0.15086798028275197,0.8223377714338181
0.14962327361121636,0.823765709074274
0.14846142097590795,0.8253868298701074
0.14728988884031152,0.8271133024675891
0.1460640926651962,0.8288309231037306
0.14480731506603037,0.8304118620191401
0.14357949153667857,0.8317342264422467
0.14242775410380312,0.8327324477561671
0.14136644636447374,0.8334403722581514
0.1403898569702153,0.8339582826483176
0.13950111000100635,0.8343952463628201
0.13873193420298002,0.834841485108414
0.13814797352617142,0.8353698931439147
0.13783664302653567,0.836036789176711
0.13786116356071457,0.8368682924541953
0.13821426019876418,0.8378349546756177
0.13880216421267258,0.8388520288054998
0.13948714417755853,0.839816895841686
0.140158448951955,0.8406564926696791
0.14076936477161867,0.8413476060386872
0.14132435146246433,0.8419247255445342
0.14185040854036465,0.8424639404167734
0.1423858483055499,0.8430398174723781
0.1429864028383875,0.8436813473478483
0.14371702256184823,0.8443723811618251
0.1446195943344252,0.8450899606831928
0.14568144417948806,0.8458192932865944
0.14683580307076358,0.8465540693360701
0.14799912864282935,0.8472905840260111
0.1491139155042354,0.848025444417907
0.1501643590052475,0.8487408333840855
0.1511608616005373,0.8493908478592668
0.15211394853675533,0.8499152639187421
0.15301281400206704,0.8502813378999591
0.1538284688184542,0.8505126264576669
0.15453217497471491,0.8506708123215377
0.15509211639522394,0.8508190146673862
0.15546310737452493,0.8510099053411387
0.15559938436368537,0.851283193980574
0.15548445250416573,0.8516766045188963
0.15513754364633267,0.85221783355209
0.15460083582106318,0.8529013868922284
0.15392362450400887,0.8536623233811181
0.15313670724950504,0.8543784691274893
0.1522345027104222,0.8549367113828007
0.1511723476398836,0.8552950507330244
0.14988956923703012,0.8554632561414107
0.14834506903307298,0.8554645949646719
0.14654761622803367,0.8553511914862877
